OPERATIONDATE,CASHPOINTID,AMT_SCALED
2020-01-12,20,0.04381397366523743
2020-01-13,20,0.043146371841430664
2020-01-14,20,0.04263550043106079
2020-01-15,20,0.04224503040313721
2020-01-16,20,0.041946858167648315
2020-01-17,20,0.04171934723854065
2020-01-18,20,0.041545867919921875
2020-01-19,20,0.04141363501548767
2020-01-20,20,0.04131287336349487
2020-01-21,20,0.04123610258102417
2020-01-22,20,0.041177600622177124
2020-01-23,20,0.04113307595252991
2020-01-24,20,0.04109916090965271
2020-01-25,20,0.041073352098464966
2020-01-26,20,0.04105368256568909
2020-01-27,20,0.041038691997528076
2020-01-28,20,0.04102730751037598
2020-01-29,20,0.04101863503456116
2020-01-30,20,0.04101204872131348
2020-01-31,20,0.041007041931152344
2020-01-01,21,0.030292928218841553
2020-01-02,21,0.03356826305389404
2020-01-03,21,0.035536617040634155
2020-01-04,21,0.037059009075164795
2020-01-05,21,0.038197338581085205
2020-01-06,21,0.03905540704727173
2020-01-07,21,0.039703965187072754
2020-01-08,21,0.040194422006607056
2020-01-09,21,0.0405658483505249
2020-01-10,21,0.04084739089012146
2020-01-11,21,0.041060954332351685
2020-01-12,21,0.041222989559173584
2020-01-13,21,0.041346073150634766
2020-01-14,21,0.04143953323364258
2020-01-15,21,0.04151052236557007
2020-01-16,21,0.04156443476676941
2020-01-17,21,0.04160541296005249
2020-01-18,21,0.04163655638694763
2020-01-19,21,0.04166021943092346
2020-01-20,21,0.04167822003364563
2020-01-21,21,0.041691869497299194
2020-01-22,21,0.04170224070549011
2020-01-23,21,0.04171016812324524
2020-01-24,21,0.041716158390045166
2020-01-25,21,0.04172074794769287
2020-01-26,21,0.04172423481941223
2020-01-27,21,0.041726887226104736
2020-01-28,21,0.04172888398170471
2020-01-29,21,0.041730403900146484
2020-01-30,21,0.04173153638839722
2020-01-31,21,0.04173240065574646
2020-01-01,22,0.07936251163482666
2020-01-02,22,0.07404977083206177
2020-01-03,22,0.07135176658630371
2020-01-04,22,0.06539294123649597
2020-01-05,22,0.059845685958862305
2020-01-06,22,0.05567532777786255
2020-01-07,22,0.05258578062057495
2020-01-08,22,0.05022189021110535
2020-01-09,22,0.04838913679122925
2020-01-10,22,0.04697909951210022
2020-01-11,22,0.04589918255805969
2020-01-12,22,0.045073866844177246
2020-01-13,22,0.04444408416748047
2020-01-14,22,0.043964117765426636
2020-01-15,22,0.04359865188598633
2020-01-16,22,0.04332059621810913
2020-01-17,22,0.04310920834541321
2020-01-18,22,0.04294854402542114
2020-01-19,22,0.04282650351524353
2020-01-20,22,0.042733848094940186
2020-01-21,22,0.04266345500946045
2020-01-22,22,0.0426100492477417
2020-01-23,22,0.042569488286972046
2020-01-24,22,0.04253867268562317
2020-01-25,22,0.042515307664871216
2020-01-26,22,0.04249757528305054
2020-01-27,22,0.0424841046333313
2020-01-28,22,0.04247388243675232
2020-01-29,22,0.04246613383293152
2020-01-30,22,0.04246026277542114
2020-01-31,22,0.042455822229385376
2020-01-01,23,0.015867799520492554
2020-01-02,23,0.023143380880355835
2020-01-03,23,0.02829110622406006
2020-01-04,23,0.03205624222755432
2020-01-05,23,0.034830957651138306
2020-01-06,23,0.03689125180244446
2020-01-07,23,0.03842899203300476
2020-01-08,23,0.0395810604095459
2020-01-09,23,0.04044654965400696
2020-01-10,23,0.04109808802604675
2020-01-11,23,0.041589319705963135
2020-01-12,23,0.04196003079414368
2020-01-13,23,0.04224008321762085
2020-01-14,23,0.04245176911354065
2020-01-15,23,0.04261180758476257
2020-01-16,23,0.04273289442062378
2020-01-17,23,0.042824506759643555
2020-01-18,23,0.042893826961517334
2020-01-19,23,0.042946308851242065
2020-01-20,23,0.04298603534698486
2020-01-21,23,0.04301610589027405
2020-01-22,23,0.043038904666900635
2020-01-23,23,0.04305613040924072
2020-01-24,23,0.04306918382644653
2020-01-25,23,0.04307904839515686
2020-01-26,23,0.04308652877807617
2020-01-27,23,0.043092191219329834
2020-01-28,23,0.04309648275375366
2020-01-29,23,0.04309973120689392
2020-01-30,23,0.0431022047996521
2020-01-31,23,0.04310405254364014
2020-01-01,24,0.012003988027572632
2020-01-02,24,0.020601481199264526
2020-01-03,24,0.026651591062545776
2020-01-04,24,0.031043708324432373
2020-01-05,24,0.03426364064216614
2020-01-06,24,0.036644041538238525
2020-01-07,24,0.038413941860198975
2020-01-08,24,0.03973552584648132
2020-01-09,24,0.04072535037994385
2020-01-10,24,0.04146838188171387
2020-01-11,24,0.042027056217193604
2020-01-12,24,0.04244762659072876
2020-01-13,24,0.042764514684677124
2020-01-14,24,0.04300341010093689
2020-01-15,24,0.04318362474441528
2020-01-16,24,0.043319642543792725
2020-01-17,24,0.04342228174209595
2020-01-18,24,0.04349979758262634
2020-01-19,24,0.04355829954147339
2020-01-20,24,0.04360249638557434
2020-01-21,24,0.04363590478897095
2020-01-22,24,0.04366111755371094
2020-01-23,24,0.043680161237716675
2020-01-24,24,0.04369455575942993
2020-01-25,24,0.04370540380477905
2020-01-26,24,0.04371362924575806
2020-01-27,24,0.0437198281288147
2020-01-28,24,0.043724507093429565
2020-01-29,24,0.043728023767471313
2020-01-30,24,0.043730705976486206
